temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,21.2938,22.836,10.1907,11.067,-6.75339,-0.876326
200,38.8565,40.811,31.5205,33.606,-4.78909,-2.08555
298.15,44.401,46.852,48.2511,51.212,-5.23128,-2.96089
300,44.4628,46.924,48.526,51.502,-5.24513,-2.97604
400,46.7183,49.597,61.6684,65.409,-5.80426,-3.74055
500,47.8216,51.262,72.2248,76.664,-6.71137,-4.43917
600,48.4377,52.677,81.0031,86.136,-8.04775,-5.13287
700,48.815,54.124,88.5003,94.363,-9.80892,-5.86265
800,49.0623,55.71,95.0359,101.692,-11.9326,-6.65609
