temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,34.2861,34.932,23.8689,23.723,-1.84905,0.1459
200,45.089,46.873,51.9669,52.605,-3.80596,-0.638149
298.15,47.6338,50.509,70.5379,72.115,-5.6924,-1.57708
300,47.6605,50.543,70.8327,72.428,-5.70299,-1.59535
400,48.614,52.35,84.6933,87.226,-7.1365,-2.53272
500,49.0653,53.94,95.5952,99.08,-9.03721,-3.48484
600,49.3132,55.476,104.565,109.05,-11.109,-4.48524
700,49.4635,57.204,112.179,117.727,-13.5313,-5.54841
