temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,36.3196,34.932,26.4572,23.723,3.97241,2.73422
200,45.8444,46.873,55.4877,52.605,-2.19448,2.88273
298.15,48.001,50.509,74.2747,72.115,-4.96552,2.15972
300,48.0234,50.543,74.5717,72.428,-4.98497,2.14371
400,48.8239,52.35,88.5128,87.226,-6.73562,1.28683
500,49.2014,53.94,99.4527,99.08,-8.78499,0.372724
600,49.4083,55.476,108.443,109.05,-10.9375,-0.606815
700,49.5337,57.204,116.07,117.727,-13.4086,-1.65733
