temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,33.8613,34.932,22.7243,23.723,-3.0652,-0.998714
200,44.9477,46.873,50.639,52.605,-4.10749,-1.96604
298.15,47.5662,50.509,69.1699,72.115,-5.8263,-2.94505
300,47.5937,50.543,69.4643,72.428,-5.83525,-2.96374
400,48.5756,52.35,83.3101,87.226,-7.20997,-3.9159
500,49.0405,53.94,94.205,99.08,-9.08333,-4.87498
600,49.2958,55.476,103.171,109.05,-11.1403,-5.87919
700,49.4507,57.204,110.782,117.727,-13.5537,-6.94467
