temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,24.0888,22.836,12.0381,11.067,5.48627,0.971122
200,40.5523,40.811,35.0219,33.606,-0.633976,1.41589
298.15,45.3264,46.852,52.2664,51.212,-3.25618,1.05438
300,45.3786,46.924,52.5469,51.502,-3.29339,1.04492
400,47.2715,49.597,65.897,65.409,-4.68881,0.488038
500,48.1878,51.262,76.5547,76.664,-5.99708,-0.109309
600,48.6967,52.677,85.3894,86.136,-7.55607,-0.746553
700,49.0074,54.124,92.9212,94.363,-9.45339,-1.44178
800,49.2107,55.71,99.4794,101.692,-11.6663,-2.21259
