temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,35.42,34.932,25.3112,23.723,1.39691,1.58816
200,45.5187,46.873,53.9343,52.605,-2.88921,1.32927
298.15,47.8437,50.509,72.6285,72.115,-5.27688,0.513473
300,47.868,50.543,72.9245,72.428,-5.29252,0.496498
400,48.7342,52.35,86.8312,87.226,-6.90691,-0.394817
500,49.1433,53.94,97.7548,99.08,-8.89264,-1.32516
600,49.3677,55.476,106.736,109.05,-11.0106,-2.3136
700,49.5038,57.204,114.357,117.727,-13.4609,-3.36951
