temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,26.902,22.836,14.3303,11.067,17.8054,3.26332
200,41.9835,40.811,38.831,33.606,2.873,5.22499
298.15,46.0745,46.852,56.4998,51.212,-1.65944,5.28784
300,46.1187,46.924,56.785,51.502,-1.71626,5.28298
400,47.7112,49.597,70.3015,65.409,-3.80215,4.89249
500,48.4766,51.262,81.0393,76.664,-5.43372,4.37532
600,48.9001,52.677,89.9185,86.136,-7.16995,3.78251
700,49.1582,54.124,97.4774,94.363,-9.17494,3.11438
800,49.3268,55.71,104.053,101.692,-11.458,2.36128
