temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,22.7091,22.836,11.2398,11.067,-0.555718,0.172808
200,39.6899,40.811,33.3925,33.606,-2.74697,-0.213531
298.15,44.8536,46.852,50.375,51.212,-4.26534,-0.836974
300,44.9107,46.924,50.6527,51.502,-4.29066,-0.849344
400,46.9883,49.597,63.8966,65.409,-5.25972,-1.51241
500,48.0002,51.262,74.5024,76.664,-6.36295,-2.16161
600,48.564,52.677,83.3082,86.136,-7.80802,-2.82778
700,48.9088,54.124,90.8223,94.363,-9.63562,-3.54071
800,49.1347,55.71,97.3689,101.692,-11.8028,-4.32312
