temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,36.2884,34.932,26.5096,23.723,3.8831,2.78662
200,45.829,46.873,55.5234,52.605,-2.22729,2.91836
298.15,47.9931,50.509,74.3058,72.115,-4.98103,2.19085
300,48.0157,50.543,74.6028,72.428,-5.00031,2.17479
400,48.8193,52.35,88.5422,87.226,-6.74433,1.31618
500,49.1984,53.94,99.4812,99.08,-8.79051,0.401245
600,49.4062,55.476,108.471,109.05,-10.9413,-0.578752
700,49.5322,57.204,116.097,117.727,-13.4113,-1.62955
