temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,33.2994,34.932,22.0249,23.723,-4.67352,-1.69814
200,44.7275,46.873,49.6748,52.605,-4.57725,-2.9302
298.15,47.4579,50.509,68.1425,72.115,-6.04078,-3.97253
300,47.4866,50.543,68.4361,72.428,-6.04714,-3.99188
400,48.5134,52.35,82.2582,87.226,-7.3288,-4.96785
500,49,53.94,93.1418,99.08,-9.15826,-5.93822
600,49.2675,55.476,102.101,109.05,-11.1913,-6.94863
700,49.4298,57.204,109.709,117.727,-13.5902,-8.01786
