temperature_K,Cv_model,Cp_exp,S_model,S_exp,Cp_rel_err_pct,S_err_J_K_mol
100,33.6207,34.932,22.7283,23.723,-3.75394,-0.994688
200,44.8317,46.873,50.5157,52.605,-4.35488,-2.08927
298.15,47.5071,50.509,69.0128,72.115,-5.94326,-3.10223
300,47.5353,50.543,69.3067,72.428,-5.95083,-3.12128
400,48.5412,52.35,83.1395,87.226,-7.27559,-4.08651
500,49.018,53.94,94.0282,99.08,-9.12494,-5.05184
600,49.28,55.476,102.991,109.05,-11.1687,-6.05949
700,49.4391,57.204,110.6,117.727,-13.5741,-7.12707
